[I 2023-08-18 18:14:09,254] A new study created in memory with name: no-name-2489bd57-19f2-4673-9625-21bfe9f9b5c4
[I 2023-08-18 18:14:37,254] Trial 0 finished with value: 0.8755909627091839 and parameters: {'learning_rate': 0.7044159541456859, 'n_estimators': 1200, 'max_depth': 6, 'max_bin': 152, 'num_leaves': 106, 'reg_lambda': 9.858818356958701e-08, 'reg_alpha': 1}. Best is trial 0 with value: 0.8755909627091839.
[I 2023-08-18 18:39:50,579] Trial 58 finished with value: 0.8816296488056651 and parameters: {'learning_rate': 0.31416850010944175, 'n_estimators': 1350, 'max_depth': 16, 'max_bin': 78, 'num_leaves': 35, 'reg_lambda': 0.07384651518562303, 'reg_alpha': 0}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:40:21,148] Trial 59 finished with value: 0.8859893685499707 and parameters: {'learning_rate': 0.1599210149653362, 'n_estimators': 1450, 'max_depth': 18, 'max_bin': 138, 'num_leaves': 49, 'reg_lambda': 0.018546706866599205, 'reg_alpha': 1}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:40:49,727] Trial 60 finished with value: 0.8846897725480888 and parameters: {'learning_rate': 0.09670320245781103, 'n_estimators': 1350, 'max_depth': 19, 'max_bin': 156, 'num_leaves': 105, 'reg_lambda': 0.6959833204845453, 'reg_alpha': 0}. Best is trial 53 with value: 0.8880500628163543.
[I 2023-08-18 18:41:19,020] Trial 61 finished with value: 0.8884258275422589 and parameters: {'learning_rate': 0.17858147154943177, 'n_estimators': 1400, 'max_depth': 18, 'max_bin': 158, 'num_leaves': 42, 'reg_lambda': 0.0062673547066304505, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:41:48,807] Trial 62 finished with value: 0.8876820804790346 and parameters: {'learning_rate': 0.23225189784151984, 'n_estimators': 1400, 'max_depth': 16, 'max_bin': 160, 'num_leaves': 44, 'reg_lambda': 0.08009175531771771, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:42:19,980] Trial 63 finished with value: 0.887388646945136 and parameters: {'learning_rate': 0.2854802145226817, 'n_estimators': 1500, 'max_depth': 16, 'max_bin': 160, 'num_leaves': 43, 'reg_lambda': 0.06236388078832492, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:42:51,846] Trial 64 finished with value: 0.8880233485166731 and parameters: {'learning_rate': 0.3089955981633937, 'n_estimators': 1450, 'max_depth': 16, 'max_bin': 160, 'num_leaves': 44, 'reg_lambda': 0.24334107285756007, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:43:22,716] Trial 65 finished with value: 0.8870795048638124 and parameters: {'learning_rate': 0.333065718376659, 'n_estimators': 1450, 'max_depth': 13, 'max_bin': 156, 'num_leaves': 32, 'reg_lambda': 0.09994895592272077, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:43:50,907] Trial 66 finished with value: 0.8875598964987027 and parameters: {'learning_rate': 0.24409087332772353, 'n_estimators': 1350, 'max_depth': 15, 'max_bin': 150, 'num_leaves': 45, 'reg_lambda': 0.24859203149566705, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:44:18,955] Trial 67 finished with value: 0.8860751114468723 and parameters: {'learning_rate': 0.25493563818828935, 'n_estimators': 1350, 'max_depth': 15, 'max_bin': 149, 'num_leaves': 46, 'reg_lambda': 0.3490815601173515, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:44:48,719] Trial 68 finished with value: 0.8867732038183682 and parameters: {'learning_rate': 0.334376882929327, 'n_estimators': 1400, 'max_depth': 16, 'max_bin': 151, 'num_leaves': 43, 'reg_lambda': 1.954195167979861, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:45:21,809] Trial 69 finished with value: 0.8872709207936464 and parameters: {'learning_rate': 0.2967186553682613, 'n_estimators': 1300, 'max_depth': 17, 'max_bin': 160, 'num_leaves': 57, 'reg_lambda': 0.19679973419165614, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:45:52,540] Trial 70 finished with value: 0.883996122167934 and parameters: {'learning_rate': 0.2301309849762471, 'n_estimators': 1400, 'max_depth': 15, 'max_bin': 93, 'num_leaves': 125, 'reg_lambda': 0.26277988022537185, 'reg_alpha': 0}. Best is trial 61 with value: 0.8884258275422589.
[I 2023-08-18 18:46:20,360] Trial 71 finished with value: 0.8889076271646138 and parameters: {'learning_rate': 0.17373402202236307, 'n_estimators': 1450, 'max_depth': 17, 'max_bin': 155, 'num_leaves': 37, 'reg_lambda': 0.1362788480257503, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:46:46,255] Trial 72 finished with value: 0.8873415092730351 and parameters: {'learning_rate': 0.19481074327138712, 'n_estimators': 1350, 'max_depth': 13, 'max_bin': 147, 'num_leaves': 40, 'reg_lambda': 0.5908420873681223, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:47:14,416] Trial 73 finished with value: 0.8876655422990612 and parameters: {'learning_rate': 0.2574726535883075, 'n_estimators': 1500, 'max_depth': 17, 'max_bin': 155, 'num_leaves': 45, 'reg_lambda': 0.14727556133346975, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:47:43,573] Trial 74 finished with value: 0.8871553258903575 and parameters: {'learning_rate': 0.2291156431706648, 'n_estimators': 1500, 'max_depth': 14, 'max_bin': 152, 'num_leaves': 47, 'reg_lambda': 0.03739770662027084, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:48:10,918] Trial 75 finished with value: 0.8871507725859032 and parameters: {'learning_rate': 0.2869181431827251, 'n_estimators': 1450, 'max_depth': 16, 'max_bin': 147, 'num_leaves': 157, 'reg_lambda': 0.6813221178438281, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:48:38,678] Trial 76 finished with value: 0.887396567806882 and parameters: {'learning_rate': 0.1572735089592984, 'n_estimators': 1450, 'max_depth': 15, 'max_bin': 155, 'num_leaves': 43, 'reg_lambda': 0.1456993967218714, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:49:08,316] Trial 77 finished with value: 0.8854074612882554 and parameters: {'learning_rate': 0.4024329816182429, 'n_estimators': 1500, 'max_depth': 19, 'max_bin': 139, 'num_leaves': 49, 'reg_lambda': 0.9666859683331471, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:49:32,833] Trial 78 finished with value: 0.8874675581983921 and parameters: {'learning_rate': 0.20115780637769531, 'n_estimators': 1300, 'max_depth': 14, 'max_bin': 151, 'num_leaves': 59, 'reg_lambda': 0.01866886659038622, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:49:58,433] Trial 79 finished with value: 0.8849406652891378 and parameters: {'learning_rate': 0.3446094349731868, 'n_estimators': 1350, 'max_depth': 17, 'max_bin': 157, 'num_leaves': 45, 'reg_lambda': 0.004754434185233059, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:50:25,320] Trial 80 finished with value: 0.8868709807204815 and parameters: {'learning_rate': 0.2378224300351099, 'n_estimators': 1450, 'max_depth': 18, 'max_bin': 134, 'num_leaves': 39, 'reg_lambda': 0.23317892833754217, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:50:51,588] Trial 81 finished with value: 0.8864426677074908 and parameters: {'learning_rate': 0.2730939483386922, 'n_estimators': 1400, 'max_depth': 17, 'max_bin': 160, 'num_leaves': 35, 'reg_lambda': 0.04236032582412465, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:51:18,855] Trial 82 finished with value: 0.8862762771727304 and parameters: {'learning_rate': 0.3118625714989259, 'n_estimators': 1400, 'max_depth': 18, 'max_bin': 156, 'num_leaves': 38, 'reg_lambda': 0.1333190159931234, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:51:47,167] Trial 83 finished with value: 0.8877696338515804 and parameters: {'learning_rate': 0.25904337249356274, 'n_estimators': 1500, 'max_depth': 16, 'max_bin': 153, 'num_leaves': 52, 'reg_lambda': 0.11039833463651048, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:52:16,599] Trial 84 finished with value: 0.8879957938411842 and parameters: {'learning_rate': 0.18182166009433937, 'n_estimators': 1500, 'max_depth': 16, 'max_bin': 146, 'num_leaves': 53, 'reg_lambda': 0.3137852591177929, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
[I 2023-08-18 18:52:44,811] Trial 85 finished with value: 0.8878733516818281 and parameters: {'learning_rate': 0.18605458228063032, 'n_estimators': 1500, 'max_depth': 16, 'max_bin': 146, 'num_leaves': 53, 'reg_lambda': 0.023119697193870126, 'reg_alpha': 0}. Best is trial 71 with value: 0.8889076271646138.
